question_id,grounding_biomedclip,grounding_biomedclip_processed
3597,"[32.56572723388672, 32.56572723388672, 32.56572723388672, 29.217926025390625, 32.56572723388672, 32.56572723388672, 32.56572723388672, 31.194473266601562, 29.217926025390625, 32.56572723388672, 32.56572723388672, 29.217926025390625, 32.56572723388672, 32.56572723388672, 32.56572723388672, 32.56572723388672, 29.217926025390625, 32.56572723388672, 32.56572723388672, 32.56572723388672]","[32.56572723388672, 32.56572723388672, 32.56572723388672, 29.217926025390625, 32.56572723388672, 32.56572723388672, 32.56572723388672, 31.194473266601562, 29.217926025390625, 32.56572723388672, 32.56572723388672, 29.217926025390625, 32.56572723388672, 32.56572723388672, 32.56572723388672, 32.56572723388672, 29.217926025390625, 32.56572723388672, 32.56572723388672, 32.56572723388672]"
3598,"[29.68767738342285, 29.68767738342285, 25.96381378173828, 29.68767738342285, 29.68767738342285, 25.96381378173828, 25.96381378173828, 29.68767738342285, 29.68767738342285, 29.68767738342285, 29.68767738342285, 27.423242568969727, 29.68767738342285, 25.96381378173828, 25.96381378173828, 29.68767738342285, 25.96381378173828, 29.68767738342285, 25.96381378173828, 29.68767738342285]","[29.68767738342285, 29.68767738342285, 25.96381378173828, 29.68767738342285, 29.68767738342285, 25.96381378173828, 25.96381378173828, 29.68767738342285, 29.68767738342285, 29.68767738342285, 29.68767738342285, 27.423242568969727, 29.68767738342285, 25.96381378173828, 25.96381378173828, 29.68767738342285, 25.96381378173828, 29.68767738342285, 25.96381378173828, 29.68767738342285]"
3601,"[13.00814437866211, 6.93825626373291, 10.285581588745117, 15.480398178100586, 6.93825626373291, 13.461790084838867, 12.035987854003906, 15.7367525100708, 13.461790084838867, 16.712778091430664, 13.461790084838867, 6.93825626373291, 10.285581588745117, 12.626702308654785, 13.461790084838867, 10.285581588745117, 15.263078689575195, 13.00814437866211, 15.480398178100586, 13.00814437866211]","[13.00814437866211, 6.93825626373291, 10.285581588745117, 15.480398178100586, 6.93825626373291, 13.461790084838867, 12.035987854003906, 15.7367525100708, 13.461790084838867, 16.712778091430664, 13.461790084838867, 6.93825626373291, 10.285581588745117, 12.626702308654785, 13.461790084838867, 10.285581588745117, 15.263078689575195, 13.00814437866211, 15.480398178100586, 13.00814437866211]"
3602,"[31.50084686279297, 37.99317169189453, 39.33655548095703, 33.7269401550293, 35.388702392578125, 39.33655548095703, 35.388702392578125, 37.67268753051758, 39.33655548095703, 36.02140808105469, 38.543785095214844, 37.99317169189453, 29.124183654785156, 37.99317169189453, 33.504493713378906, 35.19533920288086, 38.543785095214844, 36.186866760253906, 23.060333251953125, 38.352516174316406]","[31.50084686279297, 37.99317169189453, 39.33655548095703, 33.7269401550293, 35.388702392578125, 39.33655548095703, 35.388702392578125, 37.67268753051758, 39.33655548095703, 36.02140808105469, 38.543785095214844, 37.99317169189453, 29.124183654785156, 37.99317169189453, 33.504493713378906, 35.19533920288086, 38.543785095214844, 36.186866760253906, 23.060333251953125, 38.352516174316406]"
3603,"[22.775028228759766, 34.22218322753906, 29.828899383544922, 21.85968017578125, 28.54238510131836, 36.6485595703125, 37.12596893310547, 30.401687622070312, 34.22218322753906, 28.24213409423828, 33.31736755371094, 34.22218322753906, 28.399404525756836, 36.305274963378906, 37.44559097290039, 26.092647552490234, 33.39540100097656, 30.546266555786133, 35.62236785888672, 28.54238510131836]","[22.775028228759766, 34.22218322753906, 29.828899383544922, 21.85968017578125, 28.54238510131836, 36.6485595703125, 37.12596893310547, 30.401687622070312, 34.22218322753906, 28.24213409423828, 33.31736755371094, 34.22218322753906, 28.399404525756836, 36.305274963378906, 37.44559097290039, 26.092647552490234, 33.39540100097656, 30.546266555786133, 35.62236785888672, 28.54238510131836]"
3606,"[41.80518341064453, 41.80518341064453, 41.80518341064453, 41.80518341064453, 30.320945739746094, 41.80518341064453, 41.80518341064453, 41.80518341064453, 41.80518341064453, 41.80518341064453, 41.80518341064453, 30.320945739746094, 41.80518341064453, 41.570919036865234, 41.80518341064453, 35.48748779296875, 41.650848388671875, 41.80518341064453, 41.80518341064453, 41.80518341064453]","[41.80518341064453, 41.80518341064453, 41.80518341064453, 41.80518341064453, 30.320945739746094, 41.80518341064453, 41.80518341064453, 41.80518341064453, 41.80518341064453, 41.80518341064453, 41.80518341064453, 30.320945739746094, 41.80518341064453, 41.570919036865234, 41.80518341064453, 35.48748779296875, 41.650848388671875, 41.80518341064453, 41.80518341064453, 41.80518341064453]"
3613,"[26.540361404418945, 28.85626220703125, 26.19570541381836, 32.46419906616211, 25.623531341552734, 32.76177215576172, 24.475341796875, 25.85158920288086, 30.672649383544922, 32.6077766418457, 33.01942443847656, 32.86859893798828, 29.724246978759766, 28.59410858154297, 33.91532897949219, 34.63134002685547, 30.567798614501953, 37.03935241699219, 28.743614196777344, 29.6734561920166]","[26.540361404418945, 28.85626220703125, 26.19570541381836, 32.46419906616211, 25.623531341552734, 32.76177215576172, 24.475341796875, 25.85158920288086, 30.672649383544922, 32.6077766418457, 33.01942443847656, 32.86859893798828, 29.724246978759766, 28.59410858154297, 33.91532897949219, 34.63134002685547, 30.567798614501953, 37.03935241699219, 28.743614196777344, 29.6734561920166]"
3614,"[24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656]","[24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656, 24.781532287597656]"
3622,"[32.835758209228516, 30.387418746948242, 33.75846481323242, 33.61875915527344, 32.39141845703125, 32.835758209228516, 32.835758209228516, 33.81786346435547, 34.90666961669922, 32.835758209228516, 32.835758209228516, 34.90666961669922, 32.33291244506836, 32.835758209228516, 32.835758209228516, 31.445274353027344, 32.835758209228516, 31.445274353027344, 33.48926544189453, 33.826324462890625]","[32.835758209228516, 30.387418746948242, 33.75846481323242, 33.61875915527344, 32.39141845703125, 32.835758209228516, 32.835758209228516, 33.81786346435547, 34.90666961669922, 32.835758209228516, 32.835758209228516, 34.90666961669922, 32.33291244506836, 32.835758209228516, 32.835758209228516, 31.445274353027344, 32.835758209228516, 31.445274353027344, 33.48926544189453, 33.826324462890625]"
3627,"[25.210285186767578, 24.72559356689453, 29.164630889892578, 20.846050262451172, 25.210285186767578, 26.92474365234375, 25.221221923828125, 25.210285186767578, 17.753759384155273, 25.210285186767578, 27.855472564697266, 25.221221923828125, 25.524654388427734, 25.221221923828125, 25.210285186767578, 25.524654388427734, 33.31978225708008, 23.33647346496582, 33.31978225708008, 25.210285186767578]","[25.210285186767578, 24.72559356689453, 29.164630889892578, 20.846050262451172, 25.210285186767578, 26.92474365234375, 25.221221923828125, 25.210285186767578, 17.753759384155273, 25.210285186767578, 27.855472564697266, 25.221221923828125, 25.524654388427734, 25.221221923828125, 25.210285186767578, 25.524654388427734, 33.31978225708008, 23.33647346496582, 33.31978225708008, 25.210285186767578]"
3631,"[28.995235443115234, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995235443115234, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995235443115234, 28.995607376098633, 28.995607376098633, 28.995235443115234, 28.995607376098633]","[28.995235443115234, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995235443115234, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995607376098633, 28.995235443115234, 28.995607376098633, 28.995607376098633, 28.995235443115234, 28.995607376098633]"
3632,"[31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625]","[31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625, 31.002593994140625]"
3639,"[34.868553161621094, 35.016944885253906, 35.90908432006836, 31.292644500732422, 35.016944885253906, 34.3476448059082, 35.88747787475586, 35.718177795410156, 35.016944885253906, 35.88747787475586, 32.823184967041016, 37.58387756347656, 35.016944885253906, 29.82400131225586, 39.09766387939453, 35.88747787475586, 31.292644500732422, 34.868553161621094, 34.87892150878906, 35.90908432006836]","[34.868553161621094, 35.016944885253906, 35.90908432006836, 31.292644500732422, 35.016944885253906, 34.3476448059082, 35.88747787475586, 35.718177795410156, 35.016944885253906, 35.88747787475586, 32.823184967041016, 37.58387756347656, 35.016944885253906, 29.82400131225586, 39.09766387939453, 35.88747787475586, 31.292644500732422, 34.868553161621094, 34.87892150878906, 35.90908432006836]"
3643,"[15.520648956298828, 15.520648956298828, 19.43002700805664, 19.43002700805664, 23.44024085998535, 19.43002700805664, 22.556598663330078, 22.556598663330078, 22.556598663330078, 15.520648956298828, 19.43002700805664, 24.849109649658203, 23.44024085998535, 18.495723724365234, 22.556598663330078, 15.520648956298828, 19.43002700805664, 23.44024085998535, 19.43002700805664, 19.43002700805664]","[15.520648956298828, 15.520648956298828, 19.43002700805664, 19.43002700805664, 23.44024085998535, 19.43002700805664, 22.556598663330078, 22.556598663330078, 22.556598663330078, 15.520648956298828, 19.43002700805664, 24.849109649658203, 23.44024085998535, 18.495723724365234, 22.556598663330078, 15.520648956298828, 19.43002700805664, 23.44024085998535, 19.43002700805664, 19.43002700805664]"
3645,"[16.62662696838379, 35.595252990722656, 21.899219512939453, 21.899219512939453, 16.62662696838379, 21.899219512939453, 15.20458698272705, 21.899219512939453, 21.899219512939453, 16.62662696838379, 35.595252990722656, 35.595252990722656, 15.20458698272705, 21.899219512939453, 21.899219512939453, 35.595252990722656, 35.595252990722656, 21.899219512939453, 28.45294189453125, 35.595252990722656]","[16.62662696838379, 35.595252990722656, 21.899219512939453, 21.899219512939453, 16.62662696838379, 21.899219512939453, 15.20458698272705, 21.899219512939453, 21.899219512939453, 16.62662696838379, 35.595252990722656, 35.595252990722656, 15.20458698272705, 21.899219512939453, 21.899219512939453, 35.595252990722656, 35.595252990722656, 21.899219512939453, 28.45294189453125, 35.595252990722656]"
3647,"[33.80466079711914, 31.473201751708984, 33.293418884277344, 31.867713928222656, 36.133460998535156, 33.80466079711914, 28.17206382751465, 24.29448699951172, 34.15974807739258, 28.17206382751465, 24.29448699951172, 31.867713928222656, 33.80466079711914, 25.991043090820312, 24.29448699951172, 24.29448699951172, 33.80466079711914, 33.80466079711914, 28.17206382751465, 36.133460998535156]","[33.80466079711914, 31.473201751708984, 33.293418884277344, 31.867713928222656, 36.133460998535156, 33.80466079711914, 28.17206382751465, 24.29448699951172, 34.15974807739258, 28.17206382751465, 24.29448699951172, 31.867713928222656, 33.80466079711914, 25.991043090820312, 24.29448699951172, 24.29448699951172, 33.80466079711914, 33.80466079711914, 28.17206382751465, 36.133460998535156]"
3648,"[30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438]","[30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438, 30.158309936523438]"
3652,"[29.154144287109375, 29.154144287109375, 29.79861068725586, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.79861068725586, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375]","[29.154144287109375, 29.154144287109375, 29.79861068725586, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.79861068725586, 29.154144287109375, 29.154144287109375, 29.154144287109375, 29.154144287109375]"
3654,"[34.62099075317383, 33.208396911621094, 38.52703857421875, 34.62099075317383, 34.62099075317383, 34.62099075317383, 31.772945404052734, 37.0250244140625, 33.208396911621094, 33.208396911621094, 33.208396911621094, 34.62099075317383, 33.208396911621094, 38.52703857421875, 34.62099075317383, 38.52703857421875, 33.208396911621094, 34.62099075317383, 33.208396911621094, 34.62099075317383]","[34.62099075317383, 33.208396911621094, 38.52703857421875, 34.62099075317383, 34.62099075317383, 34.62099075317383, 31.772945404052734, 37.0250244140625, 33.208396911621094, 33.208396911621094, 33.208396911621094, 34.62099075317383, 33.208396911621094, 38.52703857421875, 34.62099075317383, 38.52703857421875, 33.208396911621094, 34.62099075317383, 33.208396911621094, 34.62099075317383]"
